,Condition,GFP fraction,GFP fluo,GFP fluo SD,Num samples
0,24h TposRpos,1.0,250.50745743647497,40.23302167201897,8
1,24h TposRpos,0.5,224.99110045337335,66.19342284231112,15
2,24h TposRpos,0.2,127.30110908288125,47.75235136746614,16
3,24h TposRpos,0.8,347.15224830110003,53.4419086131694,8
0,24h TnegRpos,0.0,29.398575081462496,14.415329790003051,8
1,24h TnegRpos,0.5,235.55204124582312,55.23443601251067,13
2,24h TnegRpos,0.2,127.17859547293331,39.49462979516777,15
3,24h TnegRpos,0.8,390.6100383615375,124.68099146096598,8
