,phi2(0),phi2,2*SE
0,0.0,0.052528881506560605,0.006050420094150575
1,0.2,0.2755710384221934,0.026656095015708734
2,0.5,0.5388838469563813,0.03213626454750407
3,0.8,0.7188911812996001,0.009906006679187491
4,1.0,0.6768408847441918,0.02269909331483896
