Condition,GFP fraction,Aspect ratio,Polarization,Num samples
24h control,1.0,1.080000726798879,-0.027150736531738773,8
24h control,0.8,1.1021470970929306,-0.024657313926913088,6
24h control,0.5,1.3876464114573366,-0.025112917936012325,6
24h control,0.2,1.3138854166810567,-0.051242584557336615,7
24h control,0.0,1.2375303007212926,-0.03369989816186609,16
