Condition,GFP fraction,Aspect ratio,Polarization,Num samples
72h control,1.0,1.0961076716012368,0.061733612071271086,8
72h control,0.8,1.2946610451412202,0.482591668595791,6
72h control,0.5,1.4991292975244823,-0.3489284024059263,6
72h control,0.2,1.5846789916190178,-0.2674462960423388,7
72h control,0.0,1.3128880557805136,-0.17327268834332293,16
