Condition,GFP fraction,Aspect ratio,Polarization,Num samples
72h control,1.0,1.1033293973463931,0.052018753844218155,4
72h control,0.8,1.2736004616156242,0.6068203789043835,3
72h control,0.5,1.68814843245291,-0.3150531761338845,8
72h control,0.2,1.5718545384926952,-0.2905442275990336,7
72h control,0.0,1.300062562136393,-0.2784615980313123,15
