Condition,GFP fraction,Aspect ratio,Polarization,Num samples
96h control,1.0,1.0946461225573039,0.05031085096839652,8
96h control,0.8,1.1670808977650386,0.1839650994135226,8
96h control,0.5,1.4434397056781483,-0.6069445077964081,8
96h control,0.2,1.7624115067122814,-0.32712576479847966,7
96h control,0.0,1.513554719042584,-0.24694630668009396,7

