Condition,GFP fraction,Aspect ratio,Polarization,Num samples
96h control,1.0,1.1402195653173264,0.023565542424297842,8
96h control,0.8,1.123286237227506,0.021253268052323443,6
96h control,0.5,1.2831018394587506,0.07382889010943817,6
96h control,0.2,1.6076652654966546,0.24913650125835402,7
96h control,0.0,1.6180373545045854,0.9392019403704088,16
