Condition,GFP fraction,Aspect ratio,Aspect ratio SD,Polarization,Num samples
24h control,1.0,1.1268569374467012,0.11491070829973542,-0.045618766304451046,8
24h control,0.8,1.1233993356810597,0.06670584986811572,-0.018960653044245896,8
24h control,0.5,1.0920095339126752,0.06009736286900966,-0.03766008291289905,8
24h control,0.2,1.1699663770579989,0.11332862414802727,-0.06982005739501777,7
24h control,0.0,1.1679313611689106,0.1691316607935337,-0.07054082383455078,15
