Condition,GFP fraction,Aspect ratio,Aspect ratio SD,Polarization,Num samples
24h control,1.0,1.1598913992922437,0.0724034170622034,-0.038696486835735365,8
24h control,0.8,1.1891706609306187,0.11942943702982547,-0.04933709762108243,6
24h control,0.5,1.1272509757185702,0.04255888578268771,-0.04881014030178118,6
24h control,0.2,1.1794397328339785,0.08211104967025418,-0.056515972337511315,7
24h control,0.0,1.1518474413994566,0.08115160710085251,-0.10114774715548924,16

