Condition,GFP fraction,Aspect ratio,Polarization,Num samples
72h control,1.0,1.3527086413528744,0.259038923547652,8
72h control,0.8,1.7437129612144524,-0.352990568879995,6
72h control,0.5,1.604380128226398,-0.3006499026070604,6
72h control,0.2,1.4816375308391232,-0.29264714316474716,7
72h control,0.0,1.521721518830045,-0.30562602785049714,16
