Condition,GFP fraction,Aspect ratio,Aspect ratio SD,Polarization,Num samples
48h control,1.0,1.183791506008197,0.0664128594562664,-0.058586823935191726,8
48h control,0.8,1.2235453172378414,0.0933914310887042,-0.06651762610829973,8
48h control,0.5,1.1852073294590957,0.08896870095966924,-0.04864197838997194,8
48h control,0.2,1.1658409470811752,0.1469182402755172,-0.0536809690925416,7
48h control,0.0,1.1065852835185965,0.04357388316686255,-0.042901415879694337,15
