,filename,chosen_mask,down_shape,thinning,smoothing
0,D10_tp00000.tif,m,0.5,10,25
1,D10_tp00001.tif,m,0.5,10,25
2,D10_tp00002.tif,m,0.5,10,25
3,D10_tp00003.tif,w,0.5,10,25
4,D10_tp00004.tif,m,0.5,10,25
5,D10_tp00005.tif,m,0.5,10,25
6,D10_tp00006.tif,m,0.5,10,25
7,D10_tp00007.tif,m,0.5,10,25
8,D10_tp00008.tif,m,0.5,10,25
9,D10_tp00009.tif,m,0.5,10,25
10,D10_tp00010.tif,m,0.5,10,25
11,D10_tp00011.tif,m,0.5,10,25
12,D10_tp00012.tif,m,0.5,10,25
13,D10_tp00013.tif,m,0.5,10,25
14,D10_tp00014.tif,m,0.5,10,25
15,D10_tp00015.tif,m,0.5,10,25
16,D10_tp00016.tif,m,0.5,10,25
17,D10_tp00017.tif,m,0.5,10,25
18,D10_tp00018.tif,m,0.5,10,25
19,D10_tp00019.tif,m,0.5,10,25
20,D10_tp00020.tif,m,0.5,10,25
21,D10_tp00021.tif,m,0.5,10,25
22,D10_tp00022.tif,m,0.5,10,25
23,D10_tp00023.tif,m,0.5,10,25
24,D10_tp00024.tif,m,0.5,10,25
25,D10_tp00025.tif,m,0.5,10,25
26,D10_tp00026.tif,m,0.5,10,25
27,D10_tp00027.tif,m,0.5,10,25
28,D10_tp00028.tif,m,0.5,10,25
29,D10_tp00029.tif,m,0.5,10,25
30,D10_tp00030.tif,m,0.5,10,25
31,D10_tp00031.tif,m,0.5,10,25
32,D10_tp00032.tif,m,0.5,10,25
33,D10_tp00033.tif,m,0.5,10,25
34,D10_tp00034.tif,m,0.5,10,25
35,D10_tp00035.tif,m,0.5,10,25
36,D10_tp00036.tif,m,0.5,10,25
37,D10_tp00037.tif,m,0.5,10,25
38,D10_tp00038.tif,m,0.5,10,25
39,D10_tp00039.tif,m,0.5,10,25
40,D10_tp00040.tif,m,0.5,10,25
41,D10_tp00041.tif,m,0.5,10,25
42,D10_tp00042.tif,m,0.5,10,25
43,D10_tp00043.tif,m,0.5,10,25
44,D10_tp00044.tif,m,0.5,10,25
45,D10_tp00045.tif,m,0.5,10,25
46,D10_tp00046.tif,m,0.5,10,25
47,D10_tp00047.tif,m,0.5,10,25
48,D10_tp00048.tif,m,0.5,10,25
49,D10_tp00049.tif,m,0.5,10,25
50,D10_tp00050.tif,m,0.5,10,25
51,D10_tp00051.tif,m,0.5,10,25
52,D10_tp00052.tif,m,0.5,10,25
53,D10_tp00053.tif,m,0.5,10,25
54,D10_tp00054.tif,m,0.5,10,25
55,D10_tp00055.tif,m,0.5,10,25
56,D10_tp00056.tif,m,0.5,10,25
57,D10_tp00057.tif,m,0.5,10,25
58,D10_tp00058.tif,m,0.5,10,25
59,D10_tp00059.tif,m,0.5,10,25
60,D10_tp00060.tif,m,0.5,10,25
61,D10_tp00061.tif,m,0.5,10,25
62,D10_tp00062.tif,m,0.5,10,25
63,D10_tp00063.tif,m,0.5,10,25
64,D10_tp00064.tif,m,0.5,10,25
65,D10_tp00065.tif,w,0.5,10,25
66,D10_tp00066.tif,w,0.5,10,25
67,D10_tp00067.tif,w,0.5,10,25
68,D10_tp00068.tif,w,0.5,10,25
69,D10_tp00069.tif,w,0.5,10,25
