,Condition,GFP fraction,GFP fluo,GFP fluo SD,Num samples
0,48h control,0.0,85.65811297695333,37.00202592628966,15
1,48h control,1.0,70.91792627007501,38.257281153558054,4
2,48h control,0.5,202.7540989045375,35.56071290910933,8
3,48h control,0.8,123.54925696989999,17.631164031443515,3
4,48h control,0.2,169.2641426103286,75.03419393198072,7

