,phi2(0),phi2,2*SE
0,0.0,0.34143418504819006,0.0225329885380724
1,0.2,0.597444967952227,0.05967003467712052
2,0.5,0.4735201286535566,0.06115042002980613
3,0.8,0.3341543525287094,0.03850384079838112
4,1.0,0.1641634169414508,0.032319261408151674
