,Condition,GFP fraction,GFP fluo,GFP fluo SD,Num samples
0,72h control,0.0,81.34451240534666,25.313454808783632,15
1,72h control,1.0,-4.692628176712503,2.850618552471751,8
2,72h control,0.5,31.71338703917143,20.825640887506207,7
3,72h control,0.8,4.794150664225004,4.050401505320173,8
4,72h control,0.2,62.84123478525714,21.153210650191728,7

