,filename,chosen_mask,down_shape,thinning,smoothing
0,F10_tp00000.tif,w,0.5,10,25
1,F10_tp00001.tif,w,0.5,10,25
2,F10_tp00002.tif,w,0.5,10,25
3,F10_tp00003.tif,w,0.5,10,25
4,F10_tp00004.tif,w,0.5,10,25
5,F10_tp00005.tif,w,0.5,10,25
6,F10_tp00006.tif,w,0.5,10,25
7,F10_tp00007.tif,w,0.5,10,25
8,F10_tp00008.tif,w,0.5,10,25
9,F10_tp00009.tif,w,0.5,10,25
10,F10_tp00010.tif,w,0.5,10,25
11,F10_tp00011.tif,w,0.5,10,25
12,F10_tp00012.tif,w,0.5,10,25
13,F10_tp00013.tif,w,0.5,10,25
14,F10_tp00014.tif,w,0.5,10,25
15,F10_tp00015.tif,w,0.5,10,25
16,F10_tp00016.tif,w,0.5,10,25
17,F10_tp00017.tif,w,0.5,10,25
18,F10_tp00018.tif,w,0.5,10,25
19,F10_tp00019.tif,w,0.5,10,25
20,F10_tp00020.tif,w,0.5,10,25
21,F10_tp00021.tif,w,0.5,10,25
22,F10_tp00022.tif,w,0.5,10,25
23,F10_tp00023.tif,w,0.5,10,25
24,F10_tp00024.tif,w,0.5,10,25
25,F10_tp00025.tif,w,0.5,10,25
26,F10_tp00026.tif,w,0.5,10,25
27,F10_tp00027.tif,w,0.5,10,25
28,F10_tp00028.tif,w,0.5,10,25
29,F10_tp00029.tif,w,0.5,10,25
30,F10_tp00030.tif,w,0.5,10,25
31,F10_tp00031.tif,w,0.5,10,25
32,F10_tp00032.tif,w,0.5,10,25
33,F10_tp00033.tif,w,0.5,10,25
34,F10_tp00034.tif,w,0.5,10,25
35,F10_tp00035.tif,w,0.5,10,25
36,F10_tp00036.tif,w,0.5,10,25
37,F10_tp00037.tif,w,0.5,10,25
38,F10_tp00038.tif,w,0.5,10,25
39,F10_tp00039.tif,w,0.5,10,25
40,F10_tp00040.tif,w,0.5,10,25
41,F10_tp00041.tif,w,0.5,10,25
42,F10_tp00042.tif,w,0.5,10,25
43,F10_tp00043.tif,w,0.5,10,25
44,F10_tp00044.tif,w,0.5,10,25
45,F10_tp00045.tif,w,0.5,10,25
46,F10_tp00046.tif,w,0.5,10,25
47,F10_tp00047.tif,w,0.5,10,25
48,F10_tp00048.tif,w,0.5,10,25
49,F10_tp00049.tif,w,0.5,10,25
50,F10_tp00050.tif,w,0.5,10,25
51,F10_tp00051.tif,w,0.5,10,25
52,F10_tp00052.tif,w,0.5,10,25
53,F10_tp00053.tif,w,0.5,10,25
54,F10_tp00054.tif,w,0.5,10,25
55,F10_tp00055.tif,w,0.5,10,25
56,F10_tp00056.tif,w,0.5,10,25
57,F10_tp00057.tif,w,0.5,10,25
58,F10_tp00058.tif,w,0.5,10,25
59,F10_tp00059.tif,w,0.5,10,25
60,F10_tp00060.tif,w,0.5,10,25
61,F10_tp00061.tif,w,0.5,10,25
62,F10_tp00062.tif,w,0.5,10,25
63,F10_tp00063.tif,w,0.5,10,25
64,F10_tp00064.tif,w,0.5,10,25
65,F10_tp00065.tif,w,0.5,10,25
66,F10_tp00066.tif,w,0.5,10,25
67,F10_tp00067.tif,w,0.5,10,25
68,F10_tp00068.tif,w,0.5,10,25
69,F10_tp00069.tif,w,0.5,10,25
