,Time (h),Sin2theta_mean,Sin2theta_std
0,0.0,2.3345402441563225e-16,1.4791141972893971e-31
1,0.16908212560386474,0.10926032515332236,0.09337829857071303
2,0.33816425120772947,0.2069428870439082,0.1576936541076129
3,0.5072463768115942,0.23402355827646817,0.1600906820724927
4,0.6763285024154589,0.3101435460733801,0.18685073736413133
5,0.8454106280193237,0.3198290218121235,0.21691197240345994
6,1.0144927536231885,0.3762998318950437,0.197372563828741
7,1.183574879227053,0.35309085997683726,0.23759373440747014
8,1.3526570048309179,0.4025696447145654,0.2262161983592691
9,1.5217391304347827,0.4700279886359503,0.18408457103647077
10,1.6908212560386473,0.5174281873780346,0.17713763250050985
11,1.8599033816425121,0.46415520026667156,0.1776880361227953
12,2.028985507246377,0.5470676606914908,0.17315657816269633
13,2.1980676328502415,0.5418595154338806,0.15355096843693825
14,2.367149758454106,0.5890416537305764,0.14319698803619282
15,2.536231884057971,0.5631797621338793,0.14686217134302826
16,2.7053140096618358,0.5746535768650735,0.16681557239678893
17,2.8743961352657004,0.5916462421235799,0.18239691282171078
18,3.0434782608695654,0.6245570964341984,0.1877742694908317
19,3.21256038647343,0.6093231639632578,0.15238854484872733
20,3.3816425120772946,0.6270900275351017,0.15252087385714685
21,3.5507246376811596,0.622377769668642,0.1804848376750246
22,3.7198067632850242,0.6309646134587582,0.16765470608853877
23,3.888888888888889,0.6047117703833634,0.19314688321190449
24,4.057971014492754,0.6353805306450572,0.17540204735396794
25,4.2270531400966185,0.6342982599442579,0.14044750754792348
26,4.396135265700483,0.6398553248575146,0.1727873499934296
27,4.565217391304348,0.6070209916456624,0.19189930155010718
28,4.734299516908212,0.6276344012701294,0.163610535611648
29,4.903381642512078,0.6095313824692987,0.17685763260930987
30,5.072463768115942,0.6163302246032717,0.14713120839148858
31,5.241545893719807,0.6263958667001207,0.18044130860872926
32,5.4106280193236715,0.6244675381309212,0.17364910046619733
33,5.579710144927536,0.6355493092078407,0.17460570509631015
34,5.748792270531401,0.6187673995737215,0.17341357355539194
35,5.917874396135265,0.6173898462608393,0.18911208187829937
36,6.086956521739131,0.6231037367117617,0.19239040997362622
37,6.256038647342995,0.6176300617738204,0.19108399871425527
38,6.42512077294686,0.6025985012779401,0.20506314005079104
39,6.594202898550725,0.615915553900301,0.18690472510874354
40,6.763285024154589,0.5704588232893283,0.21785555148072835
41,6.932367149758454,0.60525999565074,0.2037738705894347
42,7.101449275362319,0.5935334707777539,0.2200179421916846
43,7.270531400966184,0.5861145119143986,0.20278040699054276
44,7.4396135265700485,0.6006412794519881,0.20194630325753687
45,7.608695652173913,0.5698939982269358,0.21354827510272553
46,7.777777777777778,0.5748023040218286,0.20168433658728488
47,7.946859903381642,0.5634148735573624,0.21373324129556123
48,8.115942028985508,0.556968789732334,0.22697328752174462
49,8.285024154589372,0.5254181254335786,0.221800195506335
50,8.454106280193237,0.5603439794584846,0.248189333919896
51,8.623188405797102,0.5320823569878474,0.23761311514176606
52,8.792270531400966,0.5403774664359412,0.2259258311936973
53,8.96135265700483,0.5401230453309945,0.2319145440755062
54,9.130434782608695,0.5347664805303339,0.20781839427236892
55,9.29951690821256,0.5317664416998444,0.2291850210705269
56,9.468599033816425,0.5272248546175337,0.21641988212506963
57,9.63768115942029,0.5229884695087391,0.23440627414645654
58,9.806763285024156,0.5229702746417372,0.2482947769702823
59,9.97584541062802,0.5461885133604676,0.2401742924251633
60,10.144927536231885,0.5581943402844692,0.24863960324245685
61,10.31400966183575,0.5390660467550306,0.24673789339095722
62,10.483091787439614,0.5335668451313438,0.23966419376956766
63,10.652173913043478,0.5345118799028759,0.2370608574917088
64,10.821256038647343,0.5320398644429946,0.2394704111882997
65,10.990338164251208,0.49967307310129033,0.25472782719291687
66,11.159420289855072,0.5081492571382641,0.265788316620627
67,11.328502415458937,0.5210012049802907,0.26021021006446127
68,11.497584541062801,0.5099067283088945,0.25426250945889045
69,11.666666666666666,0.4760165154691036,0.24195070567691218
