,Condition,lEC (um),err_lEC (um),vc (um/min),err_vc (um/min)
0,24h,29.700779983536947,0.9016008819553306,0.13786388234144623,0.0058511018075014815
1,48h,113.44688351126689,4.741584435864678,0.2994037512490512,0.009562005732423107
